fish_id,species,age_days,length_mm,mass_g,cell_id,alive
149,rainbow_trout,511,96.393,10.29995,gis-hydro-012,True
150,rainbow_trout,433,127.656,23.92309,gis-hydro-001,True
151,rainbow_trout,423,86.303,7.39213,gis-hydro-008,True
152,rainbow_trout,321,90.497,8.52318,gis-hydro-001,True
153,rainbow_trout,365,123.128,21.46694,gis-hydro-011,True
154,rainbow_trout,252,90.607,8.55427,gis-hydro-003,True
155,rainbow_trout,267,125.72,22.85137,gis-hydro-012,True
156,rainbow_trout,251,166.355,52.94244,gis-hydro-005,True
157,rainbow_trout,224,116.461,18.16539,gis-hydro-002,True
158,rainbow_trout,375,120.154,19.94862,gis-hydro-007,True
159,rainbow_trout,583,105.381,13.45816,gis-hydro-011,True
