fish_id,species,age_days,length_mm,mass_g,cell_id,alive
32,rainbow_trout,438,70.131,3.96662,gis-hydro-008,True
33,rainbow_trout,697,99.144,11.20708,gis-hydro-006,True
34,rainbow_trout,251,114.031,17.05146,gis-hydro-007,True
35,rainbow_trout,287,111.542,15.95909,gis-hydro-008,True
36,rainbow_trout,411,96.253,10.25508,gis-hydro-004,True
37,rainbow_trout,370,112.901,16.54958,gis-hydro-006,True
38,rainbow_trout,364,75.253,4.90085,gis-hydro-001,True
39,rainbow_trout,361,129.352,24.88977,gis-hydro-008,True
40,rainbow_trout,398,89.994,8.38176,gis-hydro-007,True
41,rainbow_trout,502,115.588,17.75993,gis-hydro-001,True
42,rainbow_trout,370,109.277,15.00658,gis-hydro-010,True
43,rainbow_trout,383,93.261,9.3282,gis-hydro-002,True
44,rainbow_trout,611,132.964,27.0334,gis-hydro-003,True
45,rainbow_trout,349,125.413,22.68452,gis-hydro-005,True
46,rainbow_trout,395,132.225,26.5854,gis-hydro-006,True
47,rainbow_trout,371,128.916,24.63859,gis-hydro-002,True
48,rainbow_trout,434,141.971,32.90796,gis-hydro-002,True
49,rainbow_trout,399,123.714,21.77496,gis-hydro-001,True
50,rainbow_trout,272,124.602,22.24729,gis-hydro-007,True
51,rainbow_trout,252,119.869,19.80711,gis-hydro-008,True
52,rainbow_trout,124,97.929,10.80006,gis-hydro-009,True
53,rainbow_trout,221,65.73,3.26581,gis-hydro-004,True
54,rainbow_trout,571,118.229,19.00522,gis-hydro-010,True
55,rainbow_trout,279,139.507,31.22374,gis-hydro-003,True
56,rainbow_trout,284,126.532,23.29685,gis-hydro-008,True
57,rainbow_trout,501,106.544,13.90873,gis-hydro-005,True
58,rainbow_trout,280,94.746,9.78093,gis-hydro-002,True
59,rainbow_trout,506,106.999,14.08762,gis-hydro-006,True
60,rainbow_trout,521,99.847,11.44731,gis-hydro-003,True
61,rainbow_trout,461,145.778,35.62625,gis-hydro-001,True
62,rainbow_trout,334,103.779,12.85362,gis-hydro-009,True
63,rainbow_trout,204,79.937,5.87406,gis-hydro-004,True
64,rainbow_trout,681,98.241,10.90368,gis-hydro-009,True
65,rainbow_trout,353,113.141,16.65539,gis-hydro-006,True
66,rainbow_trout,308,141.732,32.74173,gis-hydro-010,True
67,rainbow_trout,374,117.968,18.87929,gis-hydro-010,True
68,rainbow_trout,539,133.306,27.2426,gis-hydro-008,True
69,rainbow_trout,243,125.946,22.97476,gis-hydro-010,True
70,rainbow_trout,364,110.897,15.68402,gis-hydro-008,True
71,rainbow_trout,301,139.52,31.23284,gis-hydro-006,True
72,rainbow_trout,362,102.858,12.51453,gis-hydro-008,True
73,rainbow_trout,202,107.27,14.19473,gis-hydro-006,True
74,rainbow_trout,319,91.996,8.9536,gis-hydro-003,True
75,rainbow_trout,419,112.395,16.3282,gis-hydro-004,True
76,rainbow_trout,544,163.342,50.11753,gis-hydro-003,True
77,rainbow_trout,471,118.94,19.34997,gis-hydro-010,True
78,rainbow_trout,234,74.248,4.70706,gis-hydro-007,True
79,rainbow_trout,457,149.977,38.79502,gis-hydro-003,True
80,rainbow_trout,496,90.845,8.62195,gis-hydro-007,True
81,rainbow_trout,332,125.0,22.4612,gis-hydro-010,True
82,rainbow_trout,317,130.867,25.7743,gis-hydro-005,True
83,rainbow_trout,525,118.707,19.23636,gis-hydro-001,True
84,rainbow_trout,264,114.367,17.20292,gis-hydro-001,True
85,rainbow_trout,398,136.914,29.51506,gis-hydro-008,True
86,rainbow_trout,533,144.414,34.63565,gis-hydro-002,True
87,rainbow_trout,248,105.042,13.3287,gis-hydro-005,True
88,rainbow_trout,363,119.777,19.76138,gis-hydro-008,True
89,rainbow_trout,397,97.679,10.71758,gis-hydro-004,True
90,rainbow_trout,240,162.323,49.18601,gis-hydro-010,True
91,rainbow_trout,448,129.669,25.07328,gis-hydro-006,True
92,rainbow_trout,301,124.711,22.30551,gis-hydro-006,True
93,rainbow_trout,269,106.362,13.83765,gis-hydro-002,True
94,rainbow_trout,315,112.562,16.40122,gis-hydro-004,True
95,rainbow_trout,403,109.843,15.24104,gis-hydro-007,True
96,rainbow_trout,366,175.24,61.88663,gis-hydro-003,True
97,rainbow_trout,282,80.342,5.96385,gis-hydro-008,True
98,rainbow_trout,404,137.28,29.75202,gis-hydro-003,True
99,rainbow_trout,602,95.464,10.00514,gis-hydro-009,True
100,rainbow_trout,350,87.671,7.74932,gis-hydro-003,True
101,rainbow_trout,280,139.17,30.99817,gis-hydro-008,True
102,rainbow_trout,494,125.12,22.52566,gis-hydro-007,True
103,rainbow_trout,463,101.159,11.90433,gis-hydro-010,True
104,rainbow_trout,221,88.843,8.0642,gis-hydro-008,True
105,rainbow_trout,262,158.627,45.90189,gis-hydro-010,True
106,rainbow_trout,366,128.156,24.20565,gis-hydro-001,True
107,rainbow_trout,273,110.237,15.4057,gis-hydro-004,True
108,rainbow_trout,470,96.022,10.18139,gis-hydro-007,True
109,rainbow_trout,293,59.589,2.43328,gis-hydro-004,True
110,rainbow_trout,580,91.093,8.69267,gis-hydro-008,True
111,rainbow_trout,357,56.67,2.09291,gis-hydro-001,True
112,rainbow_trout,265,128.61,24.46382,gis-hydro-001,True
113,rainbow_trout,211,75.834,5.01519,gis-hydro-006,True
114,rainbow_trout,312,91.51,8.81256,gis-hydro-001,True
115,rainbow_trout,308,139.367,31.12967,gis-hydro-001,True
116,rainbow_trout,339,142.328,33.15652,gis-hydro-010,True
117,rainbow_trout,430,142.61,33.35364,gis-hydro-009,True
118,rainbow_trout,539,131.938,26.41244,gis-hydro-007,True
119,rainbow_trout,310,103.137,12.61643,gis-hydro-008,True
120,rainbow_trout,609,104.199,13.01041,gis-hydro-004,True
121,rainbow_trout,330,90.113,8.41523,gis-hydro-004,True
122,rainbow_trout,404,107.559,14.31013,gis-hydro-002,True
123,rainbow_trout,455,110.857,15.66687,gis-hydro-008,True
124,rainbow_trout,238,75.784,5.00537,gis-hydro-005,True
125,rainbow_trout,289,104.842,13.25283,gis-hydro-005,True
126,rainbow_trout,257,91.586,8.83457,gis-hydro-005,True
127,rainbow_trout,101,78.999,5.66963,gis-hydro-007,True
128,rainbow_trout,288,111.009,15.73166,gis-hydro-008,True
129,rainbow_trout,370,75.904,5.02916,gis-hydro-010,True
130,rainbow_trout,287,117.475,18.64373,gis-hydro-008,True
131,rainbow_trout,330,108.536,14.7033,gis-hydro-007,True
132,rainbow_trout,477,119.763,19.75459,gis-hydro-008,True
133,rainbow_trout,548,135.845,28.82913,gis-hydro-005,True
134,rainbow_trout,309,129.13,24.76166,gis-hydro-004,True
135,rainbow_trout,466,104.007,12.93846,gis-hydro-007,True
136,rainbow_trout,254,86.244,7.37707,gis-hydro-010,True
137,rainbow_trout,234,114.195,17.12548,gis-hydro-001,True
138,rainbow_trout,601,132.933,27.01416,gis-hydro-001,True
139,rainbow_trout,354,113.672,16.89097,gis-hydro-005,True
