fish_id,species,age_days,length_mm,mass_g,cell_id,alive
30,rainbow_trout,415,125.799,22.89455,boise-glenwood-006,True
31,rainbow_trout,150,123.424,21.62198,boise-glenwood-012,True
32,rainbow_trout,408,122.051,20.90835,boise-glenwood-004,True
33,rainbow_trout,386,106.878,14.03984,boise-glenwood-011,True
34,rainbow_trout,318,118.0,18.89493,boise-glenwood-008,True
35,rainbow_trout,370,114.929,17.45749,boise-glenwood-006,True
36,rainbow_trout,392,93.392,9.3675,boise-glenwood-012,True
37,rainbow_trout,320,112.584,16.41072,boise-glenwood-005,True
38,rainbow_trout,344,119.322,19.53713,boise-glenwood-008,True
39,rainbow_trout,559,97.737,10.73676,boise-glenwood-005,True
40,rainbow_trout,178,96.034,10.18532,boise-glenwood-009,True
41,rainbow_trout,467,104.158,12.99513,boise-glenwood-011,True
42,rainbow_trout,469,123.475,21.64877,boise-glenwood-007,True
43,rainbow_trout,465,178.554,65.46463,boise-glenwood-006,True
44,rainbow_trout,506,115.885,17.89704,boise-glenwood-012,True
45,rainbow_trout,454,66.128,3.32553,boise-glenwood-001,True
46,rainbow_trout,297,106.276,13.80389,boise-glenwood-010,True
47,rainbow_trout,373,105.891,13.65442,boise-glenwood-007,True
48,rainbow_trout,334,134.04,27.69491,boise-glenwood-007,True
49,rainbow_trout,207,120.729,20.23648,boise-glenwood-010,True
50,rainbow_trout,473,162.433,49.28598,boise-glenwood-010,True
51,rainbow_trout,346,117.834,18.81512,boise-glenwood-011,True
52,rainbow_trout,254,104.828,13.24747,boise-glenwood-008,True
53,rainbow_trout,245,88.261,7.90687,boise-glenwood-002,True
54,rainbow_trout,109,105.748,13.59914,boise-glenwood-008,True
55,rainbow_trout,406,152.626,40.88684,boise-glenwood-003,True
56,rainbow_trout,430,91.366,8.7711,boise-glenwood-010,True
57,rainbow_trout,527,85.775,7.2575,boise-glenwood-009,True
58,rainbow_trout,316,90.153,8.42641,boise-glenwood-009,True
59,rainbow_trout,235,94.016,9.55648,boise-glenwood-010,True
60,rainbow_trout,271,110.229,15.4025,boise-glenwood-001,True
61,rainbow_trout,454,151.16,39.7196,boise-glenwood-012,True
62,rainbow_trout,295,95.182,9.91662,boise-glenwood-009,True
63,rainbow_trout,244,114.764,17.3828,boise-glenwood-004,True
64,rainbow_trout,595,140.219,31.70463,boise-glenwood-004,True
65,rainbow_trout,324,73.614,4.58756,boise-glenwood-006,True
66,rainbow_trout,397,106.286,13.80776,boise-glenwood-002,True
67,rainbow_trout,420,146.465,36.13246,boise-glenwood-002,True
68,rainbow_trout,343,99.714,11.40177,boise-glenwood-004,True
69,rainbow_trout,341,108.118,14.53431,boise-glenwood-004,True
70,rainbow_trout,466,129.834,25.16886,boise-glenwood-010,True
71,rainbow_trout,430,100.299,11.60332,boise-glenwood-006,True
72,rainbow_trout,297,105.425,13.47505,boise-glenwood-001,True
73,rainbow_trout,452,143.409,33.91792,boise-glenwood-010,True
74,rainbow_trout,157,83.515,6.69876,boise-glenwood-005,True
75,rainbow_trout,382,101.147,11.90024,boise-glenwood-012,True
76,rainbow_trout,248,97.522,10.66625,boise-glenwood-004,True
77,rainbow_trout,242,125.488,22.72502,boise-glenwood-012,True
78,rainbow_trout,469,114.08,17.07363,boise-glenwood-003,True
79,rainbow_trout,311,159.923,47.03645,boise-glenwood-005,True
80,rainbow_trout,360,109.42,15.06554,boise-glenwood-007,True
81,rainbow_trout,258,115.353,17.6516,boise-glenwood-002,True
82,rainbow_trout,439,105.242,13.4048,boise-glenwood-011,True
83,rainbow_trout,432,99.952,11.48356,boise-glenwood-005,True
84,rainbow_trout,273,79.057,5.68233,boise-glenwood-001,True
85,rainbow_trout,525,71.329,4.17348,boise-glenwood-011,True
86,rainbow_trout,231,93.91,9.52416,boise-glenwood-007,True
87,rainbow_trout,326,132.231,26.58868,boise-glenwood-010,True
88,rainbow_trout,488,67.217,3.49244,boise-glenwood-004,True
89,rainbow_trout,476,149.028,38.06319,boise-glenwood-007,True
90,rainbow_trout,267,133.468,27.34172,boise-glenwood-007,True
91,rainbow_trout,484,111.583,15.97672,boise-glenwood-005,True
92,rainbow_trout,494,143.045,33.66004,boise-glenwood-010,True
93,rainbow_trout,341,138.584,30.60844,boise-glenwood-007,True
94,rainbow_trout,413,126.682,23.37991,boise-glenwood-003,True
95,rainbow_trout,370,109.011,14.89733,boise-glenwood-010,True
96,rainbow_trout,90,106.342,13.82972,boise-glenwood-001,True
97,rainbow_trout,385,102.633,12.43255,boise-glenwood-008,True
98,rainbow_trout,387,84.274,6.88302,boise-glenwood-005,True
99,rainbow_trout,378,149.741,38.61195,boise-glenwood-002,True
100,rainbow_trout,337,127.774,23.98978,boise-glenwood-002,True
101,rainbow_trout,465,131.673,26.25329,boise-glenwood-002,True
102,rainbow_trout,183,135.676,28.72131,boise-glenwood-004,True
103,rainbow_trout,485,114.675,17.34202,boise-glenwood-001,True
104,rainbow_trout,325,76.694,5.18776,boise-glenwood-007,True
105,rainbow_trout,344,112.376,16.32003,boise-glenwood-002,True
106,rainbow_trout,388,132.777,26.91949,boise-glenwood-010,True
107,rainbow_trout,359,74.888,4.82986,boise-glenwood-008,True
108,rainbow_trout,257,141.85,32.82373,boise-glenwood-008,True
109,rainbow_trout,226,119.179,19.46692,boise-glenwood-004,True
110,rainbow_trout,428,52.495,1.66365,boise-glenwood-005,True
111,rainbow_trout,400,114.497,17.26176,boise-glenwood-008,True
112,rainbow_trout,171,121.464,20.6082,boise-glenwood-008,True
113,rainbow_trout,478,119.127,19.4412,boise-glenwood-005,True
114,rainbow_trout,111,136.729,29.39517,boise-glenwood-010,True
115,rainbow_trout,496,136.452,29.21716,boise-glenwood-006,True
116,rainbow_trout,333,112.496,16.37211,boise-glenwood-011,True
117,rainbow_trout,314,95.485,10.01163,boise-glenwood-006,True
118,rainbow_trout,503,114.733,17.36853,boise-glenwood-009,True
119,rainbow_trout,229,123.675,21.75446,boise-glenwood-010,True
120,rainbow_trout,375,96.55,10.35043,boise-glenwood-007,True
121,rainbow_trout,553,115.853,17.88202,boise-glenwood-006,True
122,rainbow_trout,355,152.988,41.17828,boise-glenwood-011,True
123,rainbow_trout,90,101.395,11.98788,boise-glenwood-011,True
124,rainbow_trout,334,176.592,63.33053,boise-glenwood-002,True
125,rainbow_trout,468,151.41,39.91752,boise-glenwood-012,True
126,rainbow_trout,396,107.45,14.26663,boise-glenwood-011,True
127,rainbow_trout,327,128.539,24.42338,boise-glenwood-011,True
128,rainbow_trout,265,85.772,7.25662,boise-glenwood-009,True
129,rainbow_trout,425,101.351,11.97225,boise-glenwood-004,True
130,rainbow_trout,409,98.307,10.92578,boise-glenwood-008,True
131,rainbow_trout,402,81.137,6.14255,boise-glenwood-009,True
132,rainbow_trout,440,109.479,15.09007,boise-glenwood-003,True
133,rainbow_trout,464,128.21,24.23595,boise-glenwood-006,True
134,rainbow_trout,460,127.914,24.06894,boise-glenwood-001,True
135,rainbow_trout,349,94.352,9.65946,boise-glenwood-007,True
136,rainbow_trout,513,139.278,31.07024,boise-glenwood-005,True
137,rainbow_trout,377,103.061,12.58862,boise-glenwood-002,True
138,rainbow_trout,357,104.022,12.94413,boise-glenwood-005,True
139,rainbow_trout,296,125.955,22.97976,boise-glenwood-012,True
140,rainbow_trout,333,131.895,26.38686,boise-glenwood-002,True
141,rainbow_trout,251,160.997,47.9899,boise-glenwood-008,True
142,rainbow_trout,296,144.346,34.58716,boise-glenwood-001,True
143,rainbow_trout,321,112.857,16.5302,boise-glenwood-012,True
144,rainbow_trout,365,105.115,13.35661,boise-glenwood-009,True
145,rainbow_trout,371,119.983,19.86351,boise-glenwood-002,True
146,rainbow_trout,357,108.877,14.8426,boise-glenwood-008,True
147,rainbow_trout,493,97.641,10.70508,boise-glenwood-012,True
148,rainbow_trout,195,83.921,6.79694,boise-glenwood-003,True
149,rainbow_trout,511,97.944,10.80504,boise-glenwood-012,True
150,rainbow_trout,433,126.601,23.33505,boise-glenwood-001,True
151,rainbow_trout,423,88.694,8.02382,boise-glenwood-008,True
152,rainbow_trout,321,92.539,9.11323,boise-glenwood-001,True
153,rainbow_trout,365,122.451,21.1146,boise-glenwood-011,True
154,rainbow_trout,252,92.64,9.14302,boise-glenwood-003,True
155,rainbow_trout,267,124.827,22.36769,boise-glenwood-012,True
156,rainbow_trout,251,162.075,48.96073,boise-glenwood-005,True
157,rainbow_trout,224,116.34,18.10846,boise-glenwood-002,True
158,rainbow_trout,375,119.725,19.73546,boise-glenwood-007,True
159,rainbow_trout,583,106.183,13.76761,boise-glenwood-011,True
160,rainbow_trout,468,106.054,13.71746,boise-glenwood-005,True
161,rainbow_trout,164,149.21,38.2026,boise-glenwood-012,True
162,rainbow_trout,445,115.137,17.55262,boise-glenwood-005,True
163,rainbow_trout,510,140.336,31.78383,boise-glenwood-001,True
164,rainbow_trout,291,104.689,13.19472,boise-glenwood-007,True
165,rainbow_trout,223,72.806,4.43813,boise-glenwood-003,True
166,rainbow_trout,361,112.32,16.29544,boise-glenwood-006,True
167,rainbow_trout,117,110.946,15.70499,boise-glenwood-006,True
168,rainbow_trout,286,100.26,11.58984,boise-glenwood-002,True
169,rainbow_trout,355,88.5,7.97139,boise-glenwood-006,True
170,rainbow_trout,400,125.185,22.56095,boise-glenwood-006,True
171,rainbow_trout,550,115.694,17.80875,boise-glenwood-002,True
172,rainbow_trout,406,91.532,8.81883,boise-glenwood-009,True
173,rainbow_trout,387,108.848,14.83063,boise-glenwood-004,True
174,rainbow_trout,186,83.279,6.642,boise-glenwood-002,True
175,rainbow_trout,471,102.491,12.38112,boise-glenwood-009,True
176,rainbow_trout,351,133.818,27.55763,boise-glenwood-005,True
177,rainbow_trout,598,71.595,4.2204,boise-glenwood-009,True
178,rainbow_trout,329,124.314,22.0933,boise-glenwood-009,True
179,rainbow_trout,200,102.401,12.34832,boise-glenwood-006,True
