fish_id,species,age_days,length_mm,mass_g,cell_id,alive
30,rainbow_trout,394,150.606,39.28519,gis-hydro-001,True
31,rainbow_trout,451,102.19,12.2722,gis-hydro-003,True
32,rainbow_trout,454,105.912,13.66265,gis-hydro-002,True
33,rainbow_trout,392,79.789,5.84146,gis-hydro-006,True
34,rainbow_trout,395,116.0,17.95044,gis-hydro-007,True
35,rainbow_trout,290,101.953,12.18711,gis-hydro-008,True
36,rainbow_trout,332,75.927,5.0337,gis-hydro-009,True
37,rainbow_trout,340,153.423,41.53053,gis-hydro-001,True
38,rainbow_trout,309,159.628,46.77607,gis-hydro-005,True
39,rainbow_trout,335,144.195,34.47872,gis-hydro-002,True
40,rainbow_trout,401,90.384,8.49137,gis-hydro-007,True
41,rainbow_trout,297,149.966,38.78642,gis-hydro-001,True
42,rainbow_trout,143,97.046,10.51055,gis-hydro-005,True
43,rainbow_trout,478,153.142,41.30302,gis-hydro-006,True
44,rainbow_trout,215,126.045,23.02908,gis-hydro-009,True
45,rainbow_trout,200,128.568,24.43966,gis-hydro-006,True
46,rainbow_trout,123,119.664,19.70555,gis-hydro-008,True
47,rainbow_trout,90,130.185,25.37335,gis-hydro-006,True
48,rainbow_trout,607,92.229,9.02184,gis-hydro-007,True
49,rainbow_trout,319,57.033,2.13341,gis-hydro-003,True
50,rainbow_trout,449,106.808,14.01221,gis-hydro-003,True
51,rainbow_trout,444,103.328,12.68667,gis-hydro-009,True
52,rainbow_trout,469,137.505,29.89895,gis-hydro-005,True
53,rainbow_trout,381,130.898,25.79277,gis-hydro-008,True
54,rainbow_trout,343,109.595,15.13793,gis-hydro-008,True
55,rainbow_trout,380,92.336,9.0534,gis-hydro-004,True
56,rainbow_trout,352,91.137,8.70516,gis-hydro-009,True
57,rainbow_trout,540,119.27,19.51155,gis-hydro-002,True
58,rainbow_trout,359,130.063,25.30202,gis-hydro-010,True
59,rainbow_trout,406,100.574,11.69913,gis-hydro-010,True
60,rainbow_trout,357,66.504,3.38248,gis-hydro-003,True
61,rainbow_trout,422,119.66,19.70335,gis-hydro-001,True
62,rainbow_trout,493,117.488,18.65011,gis-hydro-006,True
63,rainbow_trout,385,116.493,18.18026,gis-hydro-006,True
64,rainbow_trout,495,109.351,15.0373,gis-hydro-005,True
65,rainbow_trout,673,118.599,19.1843,gis-hydro-002,True
66,rainbow_trout,455,120.597,20.17002,gis-hydro-010,True
67,rainbow_trout,339,110.555,15.53918,gis-hydro-001,True
68,rainbow_trout,452,152.504,40.78873,gis-hydro-005,True
69,rainbow_trout,336,157.089,44.57916,gis-hydro-010,True
70,rainbow_trout,386,109.07,14.92146,gis-hydro-008,True
71,rainbow_trout,294,97.621,10.69874,gis-hydro-006,True
72,rainbow_trout,357,117.076,18.45457,gis-hydro-004,True
73,rainbow_trout,212,115.616,17.77245,gis-hydro-003,True
74,rainbow_trout,210,84.863,7.02827,gis-hydro-003,True
75,rainbow_trout,246,107.884,14.44015,gis-hydro-005,True
76,rainbow_trout,278,128.825,24.58649,gis-hydro-005,True
77,rainbow_trout,403,138.639,30.64429,gis-hydro-005,True
78,rainbow_trout,216,126.004,23.00656,gis-hydro-003,True
79,rainbow_trout,698,104.83,13.24818,gis-hydro-005,True
80,rainbow_trout,141,129.592,25.02808,gis-hydro-008,True
81,rainbow_trout,618,103.389,12.70913,gis-hydro-008,True
82,rainbow_trout,460,119.233,19.49353,gis-hydro-009,True
83,rainbow_trout,164,188.178,76.63049,gis-hydro-007,True
84,rainbow_trout,423,104.964,13.29914,gis-hydro-005,True
85,rainbow_trout,557,83.471,6.68824,gis-hydro-004,True
86,rainbow_trout,319,151.659,40.11435,gis-hydro-005,True
87,rainbow_trout,482,104.77,13.22522,gis-hydro-004,True
88,rainbow_trout,236,111.866,16.09859,gis-hydro-003,True
89,rainbow_trout,220,128.381,24.33307,gis-hydro-009,True
90,rainbow_trout,653,140.387,31.81814,gis-hydro-002,True
91,rainbow_trout,483,112.251,16.26573,gis-hydro-009,True
92,rainbow_trout,570,129.972,25.24897,gis-hydro-005,True
93,rainbow_trout,353,123.265,21.53882,gis-hydro-004,True
94,rainbow_trout,425,99.245,11.24149,gis-hydro-007,True
95,rainbow_trout,558,88.864,8.07013,gis-hydro-008,True
96,rainbow_trout,254,85.96,7.3045,gis-hydro-003,True
97,rainbow_trout,549,107.292,14.20382,gis-hydro-002,True
98,rainbow_trout,243,138.868,30.79668,gis-hydro-001,True
99,rainbow_trout,437,149.853,38.69863,gis-hydro-001,True
100,rainbow_trout,313,63.947,3.00724,gis-hydro-009,True
101,rainbow_trout,434,109.952,15.28644,gis-hydro-010,True
102,rainbow_trout,453,89.978,8.37743,gis-hydro-004,True
103,rainbow_trout,374,112.73,16.47471,gis-hydro-004,True
104,rainbow_trout,423,118.928,19.3444,gis-hydro-005,True
105,rainbow_trout,380,129.665,25.07061,gis-hydro-005,True
106,rainbow_trout,420,86.422,7.42295,gis-hydro-001,True
107,rainbow_trout,494,121.996,20.8801,gis-hydro-003,True
108,rainbow_trout,419,119.698,19.72214,gis-hydro-010,True
109,rainbow_trout,352,89.275,8.18247,gis-hydro-003,True
110,rainbow_trout,285,116.821,18.334,gis-hydro-010,True
111,rainbow_trout,325,82.398,6.43342,gis-hydro-002,True
112,rainbow_trout,462,108.149,14.54665,gis-hydro-004,True
113,rainbow_trout,426,112.356,16.31103,gis-hydro-006,True
114,rainbow_trout,324,145.287,35.26742,gis-hydro-003,True
115,rainbow_trout,90,132.409,26.69655,gis-hydro-010,True
116,rainbow_trout,617,141.064,32.28107,gis-hydro-008,True
117,rainbow_trout,90,104.747,13.21674,gis-hydro-010,True
118,rainbow_trout,149,115.541,17.73824,gis-hydro-009,True
119,rainbow_trout,484,64.725,3.11831,gis-hydro-007,True
120,rainbow_trout,570,57.958,2.23892,gis-hydro-005,True
121,rainbow_trout,296,110.817,15.6499,gis-hydro-009,True
122,rainbow_trout,516,81.497,6.22478,gis-hydro-008,True
123,rainbow_trout,303,94.754,9.7835,gis-hydro-001,True
124,rainbow_trout,345,111.439,15.91505,gis-hydro-004,True
125,rainbow_trout,230,154.074,42.06155,gis-hydro-008,True
126,rainbow_trout,459,124.993,22.4573,gis-hydro-010,True
127,rainbow_trout,219,132.565,26.79085,gis-hydro-001,True
128,rainbow_trout,324,124.408,22.14343,gis-hydro-003,True
129,rainbow_trout,328,109.913,15.27028,gis-hydro-003,True
130,rainbow_trout,116,144.149,34.4453,gis-hydro-001,True
131,rainbow_trout,156,102.716,12.46266,gis-hydro-001,True
132,rainbow_trout,334,123.326,21.57048,gis-hydro-005,True
133,rainbow_trout,355,109.265,15.00154,gis-hydro-010,True
134,rainbow_trout,119,101.425,11.99881,gis-hydro-005,True
135,rainbow_trout,563,119.035,19.39644,gis-hydro-001,True
136,rainbow_trout,266,133.597,27.42112,gis-hydro-010,True
137,rainbow_trout,487,71.278,4.16449,gis-hydro-005,True
138,rainbow_trout,531,129.699,25.09056,gis-hydro-003,True
139,rainbow_trout,358,97.854,10.77539,gis-hydro-007,True
140,rainbow_trout,231,113.455,16.79449,gis-hydro-004,True
141,rainbow_trout,188,140.633,31.98583,gis-hydro-008,True
142,rainbow_trout,587,132.417,26.70133,gis-hydro-001,True
143,rainbow_trout,407,93.785,9.48642,gis-hydro-005,True
144,rainbow_trout,255,115.15,17.55853,gis-hydro-010,True
145,rainbow_trout,382,155.334,43.10204,gis-hydro-010,True
146,rainbow_trout,391,45.464,1.0807,gis-hydro-003,True
147,rainbow_trout,286,155.664,43.37718,gis-hydro-007,True
148,rainbow_trout,342,113.39,16.76564,gis-hydro-003,True
149,rainbow_trout,420,120.671,20.20726,gis-hydro-006,True
150,rainbow_trout,376,103.928,12.90914,gis-hydro-007,True
151,rainbow_trout,699,133.292,27.23409,gis-hydro-004,True
152,rainbow_trout,331,110.094,15.34575,gis-hydro-001,True
153,rainbow_trout,523,123.07,21.4365,gis-hydro-003,True
154,rainbow_trout,455,135.691,28.73133,gis-hydro-003,True
155,rainbow_trout,339,136.467,29.22665,gis-hydro-001,True
156,rainbow_trout,180,137.736,30.04989,gis-hydro-003,True
157,rainbow_trout,341,117.138,18.48385,gis-hydro-009,True
158,rainbow_trout,444,163.6,50.35576,gis-hydro-009,True
159,rainbow_trout,275,136.519,29.25997,gis-hydro-009,True
160,rainbow_trout,532,123.713,21.77444,gis-hydro-010,True
161,rainbow_trout,413,151.705,40.15122,gis-hydro-006,True
162,rainbow_trout,492,153.546,41.63092,gis-hydro-007,True
163,rainbow_trout,543,114.707,17.35687,gis-hydro-002,True
164,rainbow_trout,266,94.159,9.60012,gis-hydro-010,True
165,rainbow_trout,331,117.141,18.48501,gis-hydro-007,True
166,rainbow_trout,320,142.108,33.00297,gis-hydro-002,True
167,rainbow_trout,261,124.381,22.12896,gis-hydro-006,True
168,rainbow_trout,387,116.68,18.26767,gis-hydro-010,True
169,rainbow_trout,502,109.266,15.00216,gis-hydro-007,True
170,rainbow_trout,521,103.524,12.75898,gis-hydro-003,True
171,rainbow_trout,340,135.851,28.83284,gis-hydro-002,True
172,rainbow_trout,247,157.633,45.04444,gis-hydro-009,True
173,rainbow_trout,458,104.457,13.10711,gis-hydro-006,True
174,rainbow_trout,455,132.328,26.64708,gis-hydro-006,True
175,rainbow_trout,367,100.308,11.60671,gis-hydro-003,True
176,rainbow_trout,434,125.443,22.70042,gis-hydro-007,True
177,rainbow_trout,303,78.782,5.62312,gis-hydro-002,True
178,rainbow_trout,444,121.216,20.48209,gis-hydro-001,True
179,rainbow_trout,453,81.189,6.15439,gis-hydro-009,True
