station,meas_wse,pred_time_index,pred_date,pred_cell_id,pred_reach_id,pred_reach_order,pred_river,pred_hecras_reach,pred_station_m,pred_length_m,pred_area_m2,pred_discharge_m3s,pred_water_surface_m,pred_depth_m,pred_velocity_ms,pred_flow_area_m2,pred_top_width_m,pred_hydraulic_radius_m,pred_csi,pred_temperature_c,pred_turbidity_ntu,pred_hiding_cover,pred_feeding_cover,pred_spawning_cover,pred_hydraulic_source,pred_manning_n,pred_slope,wse_error_m
4884.122,348.842,7,2021-09-08,clinch_upper_reach_4893_771,clinch_upper_reach,1,Clinch River,Upper Reach,4893.771,45.30899999999929,2724.985516200206,14.32,348.8597158545472,1.3261862994126907,0.17953898260743778,79.75983706731088,60.142256862880416,1.3189006349535963,0.5705045082528799,12.0,1.0,0.25,0.39967657788850797,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05,0.017715854547191157
4883.122,348.842,7,2021-09-08,clinch_upper_reach_4893_771,clinch_upper_reach,1,Clinch River,Upper Reach,4893.771,45.30899999999929,2724.985516200206,14.32,348.8597158545472,1.3261862994126907,0.17953898260743778,79.75983706731088,60.142256862880416,1.3189006349535963,0.5705045082528799,12.0,1.0,0.25,0.39967657788850797,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05,0.017715854547191157
4882.121,348.842,7,2021-09-08,clinch_upper_reach_4893_771,clinch_upper_reach,1,Clinch River,Upper Reach,4893.771,45.30899999999929,2724.985516200206,14.32,348.8597158545472,1.3261862994126907,0.17953898260743778,79.75983706731088,60.142256862880416,1.3189006349535963,0.5705045082528799,12.0,1.0,0.25,0.39967657788850797,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05,0.017715854547191157
4881.121,348.842,7,2021-09-08,clinch_upper_reach_4893_771,clinch_upper_reach,1,Clinch River,Upper Reach,4893.771,45.30899999999929,2724.985516200206,14.32,348.8597158545472,1.3261862994126907,0.17953898260743778,79.75983706731088,60.142256862880416,1.3189006349535963,0.5705045082528799,12.0,1.0,0.25,0.39967657788850797,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05,0.017715854547191157
4880.121,348.842,7,2021-09-08,clinch_upper_reach_4893_771,clinch_upper_reach,1,Clinch River,Upper Reach,4893.771,45.30899999999929,2724.985516200206,14.32,348.8597158545472,1.3261862994126907,0.17953898260743778,79.75983706731088,60.142256862880416,1.3189006349535963,0.5705045082528799,12.0,1.0,0.25,0.39967657788850797,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05,0.017715854547191157
4879.121,348.842,7,2021-09-08,clinch_upper_reach_4893_771,clinch_upper_reach,1,Clinch River,Upper Reach,4893.771,45.30899999999929,2724.985516200206,14.32,348.8597158545472,1.3261862994126907,0.17953898260743778,79.75983706731088,60.142256862880416,1.3189006349535963,0.5705045082528799,12.0,1.0,0.25,0.39967657788850797,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05,0.017715854547191157
4878.121,348.842,7,2021-09-08,clinch_upper_reach_4893_771,clinch_upper_reach,1,Clinch River,Upper Reach,4893.771,45.30899999999929,2724.985516200206,14.32,348.8597158545472,1.3261862994126907,0.17953898260743778,79.75983706731088,60.142256862880416,1.3189006349535963,0.5705045082528799,12.0,1.0,0.25,0.39967657788850797,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05,0.017715854547191157
4877.121,348.842,7,2021-09-08,clinch_upper_reach_4893_771,clinch_upper_reach,1,Clinch River,Upper Reach,4893.771,45.30899999999929,2724.985516200206,14.32,348.8597158545472,1.3261862994126907,0.17953898260743778,79.75983706731088,60.142256862880416,1.3189006349535963,0.5705045082528799,12.0,1.0,0.25,0.39967657788850797,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05,0.017715854547191157
4876.121,348.842,7,2021-09-08,clinch_upper_reach_4893_771,clinch_upper_reach,1,Clinch River,Upper Reach,4893.771,45.30899999999929,2724.985516200206,14.32,348.8597158545472,1.3261862994126907,0.17953898260743778,79.75983706731088,60.142256862880416,1.3189006349535963,0.5705045082528799,12.0,1.0,0.25,0.39967657788850797,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05,0.017715854547191157
4875.12,348.842,7,2021-09-08,clinch_upper_reach_4893_771,clinch_upper_reach,1,Clinch River,Upper Reach,4893.771,45.30899999999929,2724.985516200206,14.32,348.8597158545472,1.3261862994126907,0.17953898260743778,79.75983706731088,60.142256862880416,1.3189006349535963,0.5705045082528799,12.0,1.0,0.25,0.39967657788850797,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05,0.017715854547191157
4874.12,348.842,7,2021-09-08,clinch_upper_reach_4893_771,clinch_upper_reach,1,Clinch River,Upper Reach,4893.771,45.30899999999929,2724.985516200206,14.32,348.8597158545472,1.3261862994126907,0.17953898260743778,79.75983706731088,60.142256862880416,1.3189006349535963,0.5705045082528799,12.0,1.0,0.25,0.39967657788850797,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05,0.017715854547191157
4873.12,348.842,7,2021-09-08,clinch_upper_reach_4893_771,clinch_upper_reach,1,Clinch River,Upper Reach,4893.771,45.30899999999929,2724.985516200206,14.32,348.8597158545472,1.3261862994126907,0.17953898260743778,79.75983706731088,60.142256862880416,1.3189006349535963,0.5705045082528799,12.0,1.0,0.25,0.39967657788850797,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05,0.017715854547191157
4872.12,348.842,7,2021-09-08,clinch_upper_reach_4893_771,clinch_upper_reach,1,Clinch River,Upper Reach,4893.771,45.30899999999929,2724.985516200206,14.32,348.8597158545472,1.3261862994126907,0.17953898260743778,79.75983706731088,60.142256862880416,1.3189006349535963,0.5705045082528799,12.0,1.0,0.25,0.39967657788850797,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05,0.017715854547191157
4871.12,348.842,7,2021-09-08,clinch_upper_reach_4893_771,clinch_upper_reach,1,Clinch River,Upper Reach,4893.771,45.30899999999929,2724.985516200206,14.32,348.8597158545472,1.3261862994126907,0.17953898260743778,79.75983706731088,60.142256862880416,1.3189006349535963,0.5705045082528799,12.0,1.0,0.25,0.39967657788850797,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05,0.017715854547191157
4870.12,348.842,7,2021-09-08,clinch_upper_reach_4848_462,clinch_upper_reach,1,Clinch River,Upper Reach,4848.462,47.2199999999998,2740.794307617829,14.32,348.76818768653663,1.3547763667858677,0.1821062893013991,78.63539504832457,58.043081482800524,1.3472850194116028,0.5675285800840242,12.0,1.0,0.25,0.39863500302940846,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05,-0.07381231346334971
4869.12,348.842,7,2021-09-08,clinch_upper_reach_4848_462,clinch_upper_reach,1,Clinch River,Upper Reach,4848.462,47.2199999999998,2740.794307617829,14.32,348.76818768653663,1.3547763667858677,0.1821062893013991,78.63539504832457,58.043081482800524,1.3472850194116028,0.5675285800840242,12.0,1.0,0.25,0.39863500302940846,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05,-0.07381231346334971
4868.119,348.842,7,2021-09-08,clinch_upper_reach_4848_462,clinch_upper_reach,1,Clinch River,Upper Reach,4848.462,47.2199999999998,2740.794307617829,14.32,348.76818768653663,1.3547763667858677,0.1821062893013991,78.63539504832457,58.043081482800524,1.3472850194116028,0.5675285800840242,12.0,1.0,0.25,0.39863500302940846,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05,-0.07381231346334971
4867.119,348.842,7,2021-09-08,clinch_upper_reach_4848_462,clinch_upper_reach,1,Clinch River,Upper Reach,4848.462,47.2199999999998,2740.794307617829,14.32,348.76818768653663,1.3547763667858677,0.1821062893013991,78.63539504832457,58.043081482800524,1.3472850194116028,0.5675285800840242,12.0,1.0,0.25,0.39863500302940846,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05,-0.07381231346334971
4866.119,348.842,7,2021-09-08,clinch_upper_reach_4848_462,clinch_upper_reach,1,Clinch River,Upper Reach,4848.462,47.2199999999998,2740.794307617829,14.32,348.76818768653663,1.3547763667858677,0.1821062893013991,78.63539504832457,58.043081482800524,1.3472850194116028,0.5675285800840242,12.0,1.0,0.25,0.39863500302940846,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05,-0.07381231346334971
4865.119,348.842,7,2021-09-08,clinch_upper_reach_4848_462,clinch_upper_reach,1,Clinch River,Upper Reach,4848.462,47.2199999999998,2740.794307617829,14.32,348.76818768653663,1.3547763667858677,0.1821062893013991,78.63539504832457,58.043081482800524,1.3472850194116028,0.5675285800840242,12.0,1.0,0.25,0.39863500302940846,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05,-0.07381231346334971
4864.119,348.842,7,2021-09-08,clinch_upper_reach_4848_462,clinch_upper_reach,1,Clinch River,Upper Reach,4848.462,47.2199999999998,2740.794307617829,14.32,348.76818768653663,1.3547763667858677,0.1821062893013991,78.63539504832457,58.043081482800524,1.3472850194116028,0.5675285800840242,12.0,1.0,0.25,0.39863500302940846,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05,-0.07381231346334971
4863.119,348.842,7,2021-09-08,clinch_upper_reach_4848_462,clinch_upper_reach,1,Clinch River,Upper Reach,4848.462,47.2199999999998,2740.794307617829,14.32,348.76818768653663,1.3547763667858677,0.1821062893013991,78.63539504832457,58.043081482800524,1.3472850194116028,0.5675285800840242,12.0,1.0,0.25,0.39863500302940846,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05,-0.07381231346334971
4862.118,348.842,7,2021-09-08,clinch_upper_reach_4848_462,clinch_upper_reach,1,Clinch River,Upper Reach,4848.462,47.2199999999998,2740.794307617829,14.32,348.76818768653663,1.3547763667858677,0.1821062893013991,78.63539504832457,58.043081482800524,1.3472850194116028,0.5675285800840242,12.0,1.0,0.25,0.39863500302940846,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05,-0.07381231346334971
4861.118,348.842,7,2021-09-08,clinch_upper_reach_4848_462,clinch_upper_reach,1,Clinch River,Upper Reach,4848.462,47.2199999999998,2740.794307617829,14.32,348.76818768653663,1.3547763667858677,0.1821062893013991,78.63539504832457,58.043081482800524,1.3472850194116028,0.5675285800840242,12.0,1.0,0.25,0.39863500302940846,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05,-0.07381231346334971
4860.118,348.842,7,2021-09-08,clinch_upper_reach_4848_462,clinch_upper_reach,1,Clinch River,Upper Reach,4848.462,47.2199999999998,2740.794307617829,14.32,348.76818768653663,1.3547763667858677,0.1821062893013991,78.63539504832457,58.043081482800524,1.3472850194116028,0.5675285800840242,12.0,1.0,0.25,0.39863500302940846,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05,-0.07381231346334971
4859.118,348.842,7,2021-09-08,clinch_upper_reach_4848_462,clinch_upper_reach,1,Clinch River,Upper Reach,4848.462,47.2199999999998,2740.794307617829,14.32,348.76818768653663,1.3547763667858677,0.1821062893013991,78.63539504832457,58.043081482800524,1.3472850194116028,0.5675285800840242,12.0,1.0,0.25,0.39863500302940846,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05,-0.07381231346334971
4859.079,348.645,7,2021-09-08,clinch_upper_reach_4848_462,clinch_upper_reach,1,Clinch River,Upper Reach,4848.462,47.2199999999998,2740.794307617829,14.32,348.76818768653663,1.3547763667858677,0.1821062893013991,78.63539504832457,58.043081482800524,1.3472850194116028,0.5675285800840242,12.0,1.0,0.25,0.39863500302940846,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05,0.12318768653665302
4858.118,348.842,7,2021-09-08,clinch_upper_reach_4848_462,clinch_upper_reach,1,Clinch River,Upper Reach,4848.462,47.2199999999998,2740.794307617829,14.32,348.76818768653663,1.3547763667858677,0.1821062893013991,78.63539504832457,58.043081482800524,1.3472850194116028,0.5675285800840242,12.0,1.0,0.25,0.39863500302940846,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05,-0.07381231346334971
4857.118,348.842,7,2021-09-08,clinch_upper_reach_4848_462,clinch_upper_reach,1,Clinch River,Upper Reach,4848.462,47.2199999999998,2740.794307617829,14.32,348.76818768653663,1.3547763667858677,0.1821062893013991,78.63539504832457,58.043081482800524,1.3472850194116028,0.5675285800840242,12.0,1.0,0.25,0.39863500302940846,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05,-0.07381231346334971
4856.118,348.842,7,2021-09-08,clinch_upper_reach_4848_462,clinch_upper_reach,1,Clinch River,Upper Reach,4848.462,47.2199999999998,2740.794307617829,14.32,348.76818768653663,1.3547763667858677,0.1821062893013991,78.63539504832457,58.043081482800524,1.3472850194116028,0.5675285800840242,12.0,1.0,0.25,0.39863500302940846,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05,-0.07381231346334971
4855.117,348.842,7,2021-09-08,clinch_upper_reach_4848_462,clinch_upper_reach,1,Clinch River,Upper Reach,4848.462,47.2199999999998,2740.794307617829,14.32,348.76818768653663,1.3547763667858677,0.1821062893013991,78.63539504832457,58.043081482800524,1.3472850194116028,0.5675285800840242,12.0,1.0,0.25,0.39863500302940846,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05,-0.07381231346334971
4854.117,348.842,7,2021-09-08,clinch_upper_reach_4848_462,clinch_upper_reach,1,Clinch River,Upper Reach,4848.462,47.2199999999998,2740.794307617829,14.32,348.76818768653663,1.3547763667858677,0.1821062893013991,78.63539504832457,58.043081482800524,1.3472850194116028,0.5675285800840242,12.0,1.0,0.25,0.39863500302940846,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05,-0.07381231346334971
4853.117,348.842,7,2021-09-08,clinch_upper_reach_4848_462,clinch_upper_reach,1,Clinch River,Upper Reach,4848.462,47.2199999999998,2740.794307617829,14.32,348.76818768653663,1.3547763667858677,0.1821062893013991,78.63539504832457,58.043081482800524,1.3472850194116028,0.5675285800840242,12.0,1.0,0.25,0.39863500302940846,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05,-0.07381231346334971
4852.117,348.842,7,2021-09-08,clinch_upper_reach_4848_462,clinch_upper_reach,1,Clinch River,Upper Reach,4848.462,47.2199999999998,2740.794307617829,14.32,348.76818768653663,1.3547763667858677,0.1821062893013991,78.63539504832457,58.043081482800524,1.3472850194116028,0.5675285800840242,12.0,1.0,0.25,0.39863500302940846,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05,-0.07381231346334971
4851.117,348.842,7,2021-09-08,clinch_upper_reach_4848_462,clinch_upper_reach,1,Clinch River,Upper Reach,4848.462,47.2199999999998,2740.794307617829,14.32,348.76818768653663,1.3547763667858677,0.1821062893013991,78.63539504832457,58.043081482800524,1.3472850194116028,0.5675285800840242,12.0,1.0,0.25,0.39863500302940846,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05,-0.07381231346334971
4850.117,348.842,7,2021-09-08,clinch_upper_reach_4848_462,clinch_upper_reach,1,Clinch River,Upper Reach,4848.462,47.2199999999998,2740.794307617829,14.32,348.76818768653663,1.3547763667858677,0.1821062893013991,78.63539504832457,58.043081482800524,1.3472850194116028,0.5675285800840242,12.0,1.0,0.25,0.39863500302940846,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05,-0.07381231346334971
4849.116,348.842,7,2021-09-08,clinch_upper_reach_4848_462,clinch_upper_reach,1,Clinch River,Upper Reach,4848.462,47.2199999999998,2740.794307617829,14.32,348.76818768653663,1.3547763667858677,0.1821062893013991,78.63539504832457,58.043081482800524,1.3472850194116028,0.5675285800840242,12.0,1.0,0.25,0.39863500302940846,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05,-0.07381231346334971
4848.116,348.842,7,2021-09-08,clinch_upper_reach_4848_462,clinch_upper_reach,1,Clinch River,Upper Reach,4848.462,47.2199999999998,2740.794307617829,14.32,348.76818768653663,1.3547763667858677,0.1821062893013991,78.63539504832457,58.043081482800524,1.3472850194116028,0.5675285800840242,12.0,1.0,0.25,0.39863500302940846,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05,-0.07381231346334971
4847.116,348.842,7,2021-09-08,clinch_upper_reach_4848_462,clinch_upper_reach,1,Clinch River,Upper Reach,4848.462,47.2199999999998,2740.794307617829,14.32,348.76818768653663,1.3547763667858677,0.1821062893013991,78.63539504832457,58.043081482800524,1.3472850194116028,0.5675285800840242,12.0,1.0,0.25,0.39863500302940846,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05,-0.07381231346334971
4846.116,348.842,7,2021-09-08,clinch_upper_reach_4848_462,clinch_upper_reach,1,Clinch River,Upper Reach,4848.462,47.2199999999998,2740.794307617829,14.32,348.76818768653663,1.3547763667858677,0.1821062893013991,78.63539504832457,58.043081482800524,1.3472850194116028,0.5675285800840242,12.0,1.0,0.25,0.39863500302940846,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05,-0.07381231346334971
4845.116,348.842,7,2021-09-08,clinch_upper_reach_4848_462,clinch_upper_reach,1,Clinch River,Upper Reach,4848.462,47.2199999999998,2740.794307617829,14.32,348.76818768653663,1.3547763667858677,0.1821062893013991,78.63539504832457,58.043081482800524,1.3472850194116028,0.5675285800840242,12.0,1.0,0.25,0.39863500302940846,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05,-0.07381231346334971
4844.116,348.842,7,2021-09-08,clinch_upper_reach_4848_462,clinch_upper_reach,1,Clinch River,Upper Reach,4848.462,47.2199999999998,2740.794307617829,14.32,348.76818768653663,1.3547763667858677,0.1821062893013991,78.63539504832457,58.043081482800524,1.3472850194116028,0.5675285800840242,12.0,1.0,0.25,0.39863500302940846,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05,-0.07381231346334971
4843.116,348.842,7,2021-09-08,clinch_upper_reach_4848_462,clinch_upper_reach,1,Clinch River,Upper Reach,4848.462,47.2199999999998,2740.794307617829,14.32,348.76818768653663,1.3547763667858677,0.1821062893013991,78.63539504832457,58.043081482800524,1.3472850194116028,0.5675285800840242,12.0,1.0,0.25,0.39863500302940846,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05,-0.07381231346334971
4842.115,348.842,7,2021-09-08,clinch_upper_reach_4848_462,clinch_upper_reach,1,Clinch River,Upper Reach,4848.462,47.2199999999998,2740.794307617829,14.32,348.76818768653663,1.3547763667858677,0.1821062893013991,78.63539504832457,58.043081482800524,1.3472850194116028,0.5675285800840242,12.0,1.0,0.25,0.39863500302940846,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05,-0.07381231346334971
4841.115,348.842,7,2021-09-08,clinch_upper_reach_4848_462,clinch_upper_reach,1,Clinch River,Upper Reach,4848.462,47.2199999999998,2740.794307617829,14.32,348.76818768653663,1.3547763667858677,0.1821062893013991,78.63539504832457,58.043081482800524,1.3472850194116028,0.5675285800840242,12.0,1.0,0.25,0.39863500302940846,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05,-0.07381231346334971
4840.115,348.842,7,2021-09-08,clinch_upper_reach_4848_462,clinch_upper_reach,1,Clinch River,Upper Reach,4848.462,47.2199999999998,2740.794307617829,14.32,348.76818768653663,1.3547763667858677,0.1821062893013991,78.63539504832457,58.043081482800524,1.3472850194116028,0.5675285800840242,12.0,1.0,0.25,0.39863500302940846,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05,-0.07381231346334971
4839.115,348.842,7,2021-09-08,clinch_upper_reach_4848_462,clinch_upper_reach,1,Clinch River,Upper Reach,4848.462,47.2199999999998,2740.794307617829,14.32,348.76818768653663,1.3547763667858677,0.1821062893013991,78.63539504832457,58.043081482800524,1.3472850194116028,0.5675285800840242,12.0,1.0,0.25,0.39863500302940846,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05,-0.07381231346334971
4838.115,348.842,7,2021-09-08,clinch_upper_reach_4848_462,clinch_upper_reach,1,Clinch River,Upper Reach,4848.462,47.2199999999998,2740.794307617829,14.32,348.76818768653663,1.3547763667858677,0.1821062893013991,78.63539504832457,58.043081482800524,1.3472850194116028,0.5675285800840242,12.0,1.0,0.25,0.39863500302940846,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05,-0.07381231346334971
4837.115,348.842,7,2021-09-08,clinch_upper_reach_4848_462,clinch_upper_reach,1,Clinch River,Upper Reach,4848.462,47.2199999999998,2740.794307617829,14.32,348.76818768653663,1.3547763667858677,0.1821062893013991,78.63539504832457,58.043081482800524,1.3472850194116028,0.5675285800840242,12.0,1.0,0.25,0.39863500302940846,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05,-0.07381231346334971
4836.114,348.842,7,2021-09-08,clinch_upper_reach_4848_462,clinch_upper_reach,1,Clinch River,Upper Reach,4848.462,47.2199999999998,2740.794307617829,14.32,348.76818768653663,1.3547763667858677,0.1821062893013991,78.63539504832457,58.043081482800524,1.3472850194116028,0.5675285800840242,12.0,1.0,0.25,0.39863500302940846,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05,-0.07381231346334971
