fish_id,species,age_days,length_mm,mass_g,cell_id,alive
188,rainbow_trout,426,156.56,44.13102,clinch_lower_reach_1406_933,True
189,rainbow_trout,180,95.024,9.86722,clinch_lower_reach_3752_561,True
190,rainbow_trout,247,139.686,31.34383,clinch_lower_reach_2502_208,True
191,rainbow_trout,249,115.183,17.57378,clinch_lower_reach_205_909,True
192,rainbow_trout,332,129.571,25.01603,clinch_lower_reach_3151_893,True
193,rainbow_trout,262,88.225,7.89707,clinch_lower_reach_12_972,True
194,rainbow_trout,327,108.532,14.70191,clinch_lower_reach_1651_166,True
195,rainbow_trout,302,75.087,4.86853,clinch_main_stem_4600_028,True
196,rainbow_trout,210,68.216,3.65061,clinch_lower_reach_3643_689,True
197,rainbow_trout,308,90.79,8.6063,clinch_lower_reach_3403_172,True
198,rainbow_trout,380,104.968,13.30063,clinch_lower_reach_1651_166,True
199,rainbow_trout,452,105.53,13.51522,clinch_lower_reach_205_909,True
200,rainbow_trout,469,127.259,23.70077,clinch_lower_reach_1950_5,True
201,rainbow_trout,318,79.034,5.67726,clinch_lower_reach_3454_843,True
202,rainbow_trout,571,131.534,26.17041,clinch_lower_reach_106_063,True
203,rainbow_trout,438,127.646,23.91748,clinch_lower_reach_3355_247,True
204,rainbow_trout,512,89.121,8.1402,clinch_lower_reach_1358_794,True
205,rainbow_trout,320,120.418,20.08044,clinch_main_stem_4357_286,True
206,rainbow_trout,491,99.461,11.31508,clinch_lower_reach_3554_046,True
207,rainbow_trout,447,116.113,18.0027,clinch_lower_reach_1747_234,True
208,rainbow_trout,340,113.361,16.75273,clinch_lower_reach_3643_689,True
209,rainbow_trout,364,78.913,5.65114,clinch_lower_reach_1651_166,True
210,rainbow_trout,415,122.509,21.14457,clinch_lower_reach_155_785,True
211,rainbow_trout,267,169.856,56.35564,clinch_lower_reach_56_997,True
212,rainbow_trout,416,107.187,14.16188,clinch_middle_reach_4054_392,True
213,rainbow_trout,449,132.406,26.69459,clinch_lower_reach_1358_794,True
214,rainbow_trout,431,132.323,26.6443,clinch_lower_reach_706_785,True
215,rainbow_trout,509,89.441,8.22825,clinch_lower_reach_3151_893,True
216,rainbow_trout,227,122.976,21.38745,clinch_upper_reach_4698_415,True
217,rainbow_trout,346,102.404,12.34953,clinch_middle_reach_4054_392,True
218,rainbow_trout,361,73.265,4.52266,clinch_lower_reach_1696_792,True
219,rainbow_trout,277,119.327,19.53939,clinch_lower_reach_1505_627,True
220,rainbow_trout,374,89.162,8.15143,clinch_middle_reach_3905_715,True
221,rainbow_trout,506,127.813,24.01157,clinch_lower_reach_2049_816,True
222,rainbow_trout,304,94.63,9.7451,clinch_main_stem_4498_432,True
223,rainbow_trout,603,119.511,19.63005,clinch_middle_reach_4101_823,True
224,rainbow_trout,199,98.779,11.08375,clinch_lower_reach_3302_416,True
225,rainbow_trout,297,127.842,24.02805,clinch_middle_reach_4154_92,True
226,rainbow_trout,477,124.163,22.01293,clinch_lower_reach_2756_251,True
227,rainbow_trout,250,87.762,7.7734,clinch_lower_reach_3151_893,True
228,rainbow_trout,420,143.875,34.24913,clinch_lower_reach_2249_664,True
229,rainbow_trout,489,54.378,1.84916,clinch_middle_reach_3955_058,True
230,rainbow_trout,513,109.021,14.90163,clinch_lower_reach_3104_366,True
231,rainbow_trout,390,108.615,14.73541,clinch_lower_reach_1747_234,True
232,rainbow_trout,208,90.0,8.38356,clinch_upper_reach_4749_212,True
233,rainbow_trout,299,114.924,17.45548,clinch_lower_reach_3151_893,True
234,rainbow_trout,326,92.565,9.12091,clinch_lower_reach_205_909,True
235,rainbow_trout,443,85.097,7.08653,clinch_upper_reach_4893_771,True
236,rainbow_trout,165,104.561,13.14645,clinch_lower_reach_2851_778,True
237,rainbow_trout,279,101.307,11.95672,clinch_lower_reach_1651_166,True
238,rainbow_trout,293,114.136,17.09867,clinch_lower_reach_656_691,True
239,rainbow_trout,456,93.402,9.37046,clinch_main_stem_4304_172,True
240,rainbow_trout,241,76.237,5.09569,clinch_lower_reach_3151_893,True
241,rainbow_trout,440,96.103,10.20731,clinch_lower_reach_706_785,True
242,rainbow_trout,241,134.812,28.17622,clinch_lower_reach_2049_816,True
243,rainbow_trout,279,89.027,8.11443,clinch_lower_reach_2899_83,True
244,rainbow_trout,388,107.986,14.48096,clinch_lower_reach_3001_418,True
245,rainbow_trout,97,91.334,8.76191,clinch_main_stem_4404_684,True
246,rainbow_trout,218,132.964,27.03355,clinch_main_stem_4357_286,True
247,rainbow_trout,524,147.852,37.16871,clinch_main_stem_4404_684,True
248,rainbow_trout,352,120.114,19.92863,clinch_lower_reach_2502_208,True
249,rainbow_trout,294,121.994,20.87903,clinch_main_stem_4304_172,True
250,rainbow_trout,451,122.856,21.32506,clinch_lower_reach_3001_418,True
251,rainbow_trout,364,73.032,4.4796,clinch_lower_reach_1848_563,True
252,rainbow_trout,203,137.155,29.67117,clinch_lower_reach_3050_277,True
253,rainbow_trout,181,120.273,20.00772,clinch_lower_reach_106_063,True
254,rainbow_trout,570,65.678,3.25812,clinch_lower_reach_321_919,True
255,rainbow_trout,433,93.343,9.35275,clinch_lower_reach_857_409,True
256,rainbow_trout,407,106.682,13.96277,clinch_lower_reach_2851_778,True
257,rainbow_trout,340,126.083,23.04978,clinch_lower_reach_907_062,True
258,rainbow_trout,399,102.9,12.52986,clinch_main_stem_4498_432,True
259,rainbow_trout,243,82.352,6.42266,clinch_lower_reach_455_356,True
