time_index,date,cell_id,reach_id,reach_order,river,hecras_reach,station_m,length_m,area_m2,discharge_m3s,water_surface_m,depth_m,velocity_ms,flow_area_m2,top_width_m,hydraulic_radius_m,csi,temperature_c,turbidity_ntu,hiding_cover,feeding_cover,spawning_cover,hydraulic_source,manning_n,slope
0,2019-09-24,clinch_middle_reach_4154_92,clinch_middle_reach,3,Clinch River,Middle Reach,4154.92,50.82049999999981,1411.6748315496213,3.49,346.6384997687668,0.904999555378916,0.1388293604053037,25.138774606546928,27.777665145947534,0.8968005358638457,0.5847916720734979,12.0,1.0,0.25,0.40467708522572426,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05
0,2019-09-24,clinch_middle_reach_4101_823,clinch_middle_reach,3,Clinch River,Middle Reach,4101.823,50.264000000000124,2225.437605151007,3.49,347.2841785270082,0.6824846736624922,0.11549791604631643,30.21699541834553,44.27498020752431,0.6805113223576831,0.5693852711365274,12.0,1.0,0.25,0.3992848448977846,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05
0,2019-09-24,clinch_middle_reach_4054_392,clinch_middle_reach,3,Clinch River,Middle Reach,4054.392,49.40950000000021,1106.526017136253,3.49,345.449582915839,1.0339396007804305,0.15072284627478086,23.155082897236607,22.395005355979077,1.0144769206535973,0.5841785258691594,12.0,1.0,0.25,0.4044624840542058,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05
0,2019-09-24,clinch_middle_reach_4003_004,clinch_middle_reach,3,Clinch River,Middle Reach,4003.004,49.666999999999916,1095.5821700850704,3.49,344.98357393940825,1.0412515625151375,0.15194721117158452,22.968503160344024,22.058553367126507,1.0268643251931402,0.5850819259225873,12.0,1.0,0.25,0.4047786740729056,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05
0,2019-09-24,clinch_middle_reach_3955_058,clinch_middle_reach,3,Clinch River,Middle Reach,3955.058,48.64449999999988,2148.5979489561255,3.49,346.5218909311592,0.6838496892238469,0.11554292564134726,30.205224427440818,44.16939117384557,0.6809088877115477,0.5692823095542822,12.0,1.0,0.25,0.3992488083439988,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05
0,2019-09-24,clinch_middle_reach_3905_715,clinch_middle_reach,3,Clinch River,Middle Reach,3905.715,42.64249999999993,2083.997938302462,3.49,346.96646010725885,0.6434699533350519,0.11097943964754571,31.447266368290595,48.87138273559162,0.6409700363001637,0.5600296032514674,12.0,1.0,0.25,0.3960103611380136,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05
0,2019-09-24,clinch_middle_reach_3869_773,clinch_middle_reach,3,Clinch River,Middle Reach,3869.773,35.94200000000001,616.0849451371931,3.49,343.4561892359217,1.2333514077055934,0.16508219568992338,21.140983650080138,17.141086893806495,1.1628504799630215,0.5682746777027498,12.0,1.0,0.25,0.3988961371959624,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05
0,2019-09-24,clinch_lower_reach_3803_314,clinch_lower_reach,4,Clinch River,Lower Reach,3803.314,50.7529999999997,1173.9345238997976,3.69,344.5207198765446,1.0503068232403872,0.15188959456657883,24.293961745895217,23.13034744546735,1.0262769894056674,0.58315254117287,12.0,1.0,0.25,0.4041033894105045,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05
0,2019-09-24,clinch_lower_reach_3752_561,clinch_lower_reach,4,Clinch River,Lower Reach,3752.561,49.906499999999824,2548.155708073272,3.69,346.1302111499375,0.6475746330253868,0.1116008979182411,33.06425009862642,51.058593731743976,0.6463613934040918,0.5635341947574576,12.0,1.0,0.25,0.3972369681651101,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05
0,2019-09-24,clinch_lower_reach_3703_501,clinch_lower_reach,4,Clinch River,Lower Reach,3703.501,54.43600000000015,3440.214987100624,3.69,346.9403115951166,0.5697049661278255,0.10248893561256739,36.003886448280426,63.197424261529406,0.5688390327306234,0.5036249965949543,12.0,1.0,0.25,0.376268748808234,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05
0,2019-09-24,clinch_lower_reach_3643_689,clinch_lower_reach,4,Clinch River,Lower Reach,3643.689,49.82600000000002,1031.6649375360964,3.69,345.02924773717535,1.1206285959255597,0.15903108377518596,23.203011086916582,20.705353380486013,1.0995043812604344,0.5820519279444692,12.0,1.0,0.25,0.40371817478056427,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05
0,2019-09-24,clinch_lower_reach_3603_849,clinch_lower_reach,4,Clinch River,Lower Reach,3603.849,44.821500000000015,1778.8148237956314,3.69,345.9355032123162,0.7540056650441314,0.12331258554843176,29.92395288436094,39.68664198644915,0.7507330092571165,0.5766406183874352,12.0,1.0,0.25,0.4018242164356023,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05
0,2019-09-24,clinch_lower_reach_3554_046,clinch_lower_reach,4,Clinch River,Lower Reach,3554.046,49.03600000000006,2445.3932750961276,3.69,346.8210446807037,0.6568293208866115,0.11265232450188806,32.755648996289956,49.86934650249051,0.6555173225521254,0.5662822760320385,12.0,1.0,0.25,0.3981987966112135,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05
0,2019-09-24,clinch_lower_reach_3505_777,clinch_lower_reach,4,Clinch River,Lower Reach,3505.777,49.60149999999999,1776.5763955678199,3.69,346.4402023211314,0.8018250314456238,0.12848655319830396,28.71895858475491,35.81698931620657,0.7984733630245359,0.5804972551386091,12.0,1.0,0.25,0.40317403929851314,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05
0,2019-09-24,clinch_lower_reach_3454_843,clinch_lower_reach,4,Clinch River,Lower Reach,3454.843,51.30250000000001,1385.960892321077,3.69,346.1737348535013,0.9515306147520938,0.1435460192383951,25.706042003657416,27.015464983598786,0.9428892117107722,0.5859047271437242,12.0,1.0,0.25,0.40506665450030344,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05
0,2019-09-24,clinch_lower_reach_3403_172,clinch_lower_reach,4,Clinch River,Lower Reach,3403.172,49.798,1152.568630359903,3.69,345.2069143140495,1.0470055822341444,0.15227284945905803,24.232816376054874,23.1448779139705,1.0301669707081569,0.5845522330074491,12.0,1.0,0.25,0.4045932815526072,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05
0,2019-09-24,clinch_lower_reach_3355_247,clinch_lower_reach,4,Clinch River,Lower Reach,3355.247,50.37799999999993,1299.4752536526698,3.69,344.7022288761967,0.9798637421160173,0.14599352239919247,25.27509398609051,25.794498663159946,0.9671052782604102,0.5854477833680106,12.0,1.0,0.25,0.4049067241788037,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05
0,2019-09-24,clinch_lower_reach_3302_416,clinch_lower_reach,4,Clinch River,Lower Reach,3302.416,51.749000000000024,1309.7343899063837,3.69,343.6094855900105,0.991514262277053,0.1470436015615416,25.094597526269368,25.309366169517926,0.9775594494966028,0.585293611140341,12.0,1.0,0.25,0.40485276389911934,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05
0,2019-09-24,clinch_lower_reach_3251_749,clinch_lower_reach,4,Clinch River,Lower Reach,3251.749,50.45950000000016,1200.6529053891536,3.69,343.51928951480824,1.0289730844633926,0.15071199477521005,24.483784489109233,23.794387684958227,1.0143633964143568,0.5851461234637935,12.0,1.0,0.25,0.40480114321232774,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05
0,2019-09-24,clinch_lower_reach_3201_497,clinch_lower_reach,4,Clinch River,Lower Reach,3201.497,49.927999999999884,1534.983764437207,3.69,344.9225558678046,0.8810438972686121,0.1362288850281538,27.086766505043364,30.743946571807612,0.8717214641398847,0.5836228019508367,12.0,1.0,0.25,0.40426798068279285,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05
0,2019-09-24,clinch_lower_reach_3151_893,clinch_lower_reach,4,Clinch River,Lower Reach,3151.893,48.56549999999993,1537.8401811795773,3.69,344.7507224010089,0.8648367676686305,0.13474382805551682,27.385298853760155,31.665280521760913,0.8575057493229901,0.5833310727339394,12.0,1.0,0.25,0.40416587545687876,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05
0,2019-09-24,clinch_lower_reach_3104_366,clinch_lower_reach,4,Clinch River,Lower Reach,3104.366,50.80799999999999,1694.8381873022784,3.69,345.116287748535,0.8378052115620435,0.13203442168760227,27.947257638092736,33.35770326134228,0.8317692726340591,0.5821898848029531,12.0,1.0,0.25,0.4037664596810336,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05
0,2019-09-24,clinch_lower_reach_3050_277,clinch_lower_reach,4,Clinch River,Lower Reach,3050.277,51.47399999999993,2161.256522962671,3.69,346.12560890179026,0.7292553356772745,0.12051146110520088,30.6194943299111,41.987343570786685,0.7252978583421903,0.574079793119039,12.0,1.0,0.25,0.4009279275916636,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05
0,2019-09-24,clinch_lower_reach_3001_418,clinch_lower_reach,4,Clinch River,Lower Reach,3001.418,49.3900000000001,2712.780120474138,3.69,346.563917091495,0.6198349880106052,0.10838637980829381,34.044868059313465,54.92569589945602,0.618636689190846,0.5423158078295076,12.0,1.0,0.25,0.3898105327403277,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05
0,2019-09-24,clinch_lower_reach_2951_497,clinch_lower_reach,4,Clinch River,Lower Reach,2951.497,50.794000000000096,2811.0891298881006,3.69,346.4746727968193,0.6173654214962568,0.10799952960388219,34.166815480901484,55.34293676198164,0.6153281084855357,0.540172805838245,12.0,1.0,0.25,0.3890604820433857,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05
0,2019-09-24,clinch_lower_reach_2899_83,clinch_lower_reach,4,Clinch River,Lower Reach,2899.83,49.859500000000025,2715.599287911906,3.69,346.4122068702258,0.6235073631420288,0.10865932742206086,33.95934879724672,54.46503249956186,0.6209747233176526,0.5447451319768175,12.0,1.0,0.25,0.3906607961918861,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05
0,2019-09-24,clinch_lower_reach_2851_778,clinch_lower_reach,4,Clinch River,Lower Reach,2851.778,49.67899999999986,2762.317481024732,3.69,346.5120001409393,0.6154798074722759,0.10782309909164883,34.222722506459654,55.603322953858566,0.6138211446091526,0.5388337729163646,12.0,1.0,0.25,0.3885918205207276,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05
0,2019-09-24,clinch_lower_reach_2800_472,clinch_lower_reach,4,Clinch River,Lower Reach,2800.472,47.763499999999794,2533.974642528309,3.69,346.5929401165722,0.6332108019205395,0.10984288476420281,33.593436733942646,53.05253263534539,0.631148956321711,0.5523178730568808,12.0,1.0,0.25,0.3933112555699083,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05
0,2019-09-24,clinch_lower_reach_2756_251,clinch_lower_reach,4,Clinch River,Lower Reach,2756.251,48.878000000000156,2614.570936611733,3.69,346.50770278478296,0.629812973426569,0.10952865675235648,33.68981332751176,53.49177414402645,0.6284425449627185,0.549918332235415,12.0,1.0,0.25,0.39247141628239524,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05
0,2019-09-24,clinch_lower_reach_2702_716,clinch_lower_reach,4,Clinch River,Lower Reach,2702.716,52.79500000000007,2924.616687426603,3.69,346.49448045711966,0.6168221117851898,0.10799167387754967,34.16930090540167,55.395713371088156,0.6152652890965354,0.539894472239451,12.0,1.0,0.25,0.38896306528380786,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05
0,2019-09-24,clinch_lower_reach_2650_661,clinch_lower_reach,4,Clinch River,Lower Reach,2650.661,50.19249999999988,2395.111629062595,3.69,346.45888043219543,0.6746566398086733,0.11461900537583117,32.193613859242944,47.71851629352195,0.6727579708123151,0.5684348767751451,12.0,1.0,0.25,0.39895220687130084,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05
0,2019-09-24,clinch_lower_reach_2602_331,clinch_lower_reach,4,Clinch River,Lower Reach,2602.331,48.43250000000012,2178.3180956693022,3.69,346.3579365022955,0.6994786083746223,0.11729176368765973,31.460009500975943,44.976371148904086,0.6964267662133254,0.5711011237614092,12.0,1.0,0.25,0.3998853933164932,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05
0,2019-09-24,clinch_lower_reach_2553_796,clinch_lower_reach,4,Clinch River,Lower Reach,2553.796,50.061500000000024,1953.8774444559833,3.69,345.97056902860845,0.7611969791323978,0.12420407618231837,29.70916988733504,39.029542551780956,0.7588880359558839,0.5775282478105529,12.0,1.0,0.25,0.4021348867336935,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05
0,2019-09-24,clinch_lower_reach_2502_208,clinch_lower_reach,4,Clinch River,Lower Reach,2502.208,51.94899999999984,1416.7627957823897,3.69,345.0052884989019,0.9509877303619313,0.14227595213311722,25.935514362592606,27.272186101414736,0.9304030209955756,0.5834092261361251,12.0,1.0,0.25,0.4041932291476438,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05
0,2019-09-24,clinch_lower_reach_2449_898,clinch_lower_reach,4,Clinch River,Lower Reach,2449.898,51.12049999999999,1255.786091858338,3.69,344.0204595675212,1.0086804325527159,0.14891971426054917,24.778452056011837,24.56521536092836,0.9963240814111372,0.5856546135886149,12.0,1.0,0.25,0.4049791147560152,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05
0,2019-09-24,clinch_lower_reach_2399_967,clinch_lower_reach,4,Clinch River,Lower Reach,2399.967,50.17000000000007,2494.799938593482,3.69,345.7409518079389,0.6585938319050766,0.11267228022329283,32.74984754623936,49.72692721932386,0.6556916121743958,0.5660612840152469,12.0,1.0,0.25,0.39812144940533645,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05
0,2019-09-24,clinch_lower_reach_2349_558,clinch_lower_reach,4,Clinch River,Lower Reach,2349.558,49.50649999999996,2503.1263235324664,3.69,346.15044449457463,0.6519630970231373,0.11193935712627764,32.96427721875648,50.56156915824121,0.6493041060149258,0.5652321255695367,12.0,1.0,0.25,0.3978312439493379,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05
0,2019-09-24,clinch_lower_reach_2300_954,clinch_lower_reach,4,Clinch River,Lower Reach,2300.954,49.94699999999989,2562.674800669378,3.69,345.82781790160107,0.6474651449156893,0.11107744506882584,33.22006549316651,51.30788236869849,0.6418164152166198,0.5621595342745371,12.0,1.0,0.25,0.39675583699608796,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05
0,2019-09-24,clinch_lower_reach_2249_664,clinch_lower_reach,4,Clinch River,Lower Reach,2249.664,51.33600000000001,2638.0991012326667,3.69,345.3370232843388,0.6460672653908605,0.11114234339851108,33.20066760486745,51.38887138134381,0.6423811758645112,0.5616655194223797,12.0,1.0,0.25,0.3965829317978329,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05
0,2019-09-24,clinch_lower_reach_2198_282,clinch_lower_reach,4,Clinch River,Lower Reach,2198.282,49.81050000000005,2028.9240984109128,3.69,344.89892573270436,0.7419360563556879,0.12209981041439769,30.221177145782733,40.73285950574499,0.739682680609528,0.5757778344277547,12.0,1.0,0.25,0.4015222420497141,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05
0,2019-09-24,clinch_lower_reach_2150_043,clinch_lower_reach,4,Clinch River,Lower Reach,2150.043,48.95600000000013,2318.913872588217,3.69,345.734439387263,0.6787427050562155,0.11477373072790177,32.150213960963036,47.3673068181267,0.6741207670563059,0.5681814033507919,12.0,1.0,0.25,0.3988634911727772,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05
0,2019-09-24,clinch_lower_reach_2100_37,clinch_lower_reach,4,Clinch River,Lower Reach,2100.37,50.11350000000016,2586.947139413473,3.69,345.1828251374141,0.6433194334479704,0.1111135124111379,33.20928229094591,51.62176138991419,0.6421316790455834,0.5602967165970884,12.0,1.0,0.25,0.3961038508089809,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05
0,2019-09-24,clinch_lower_reach_2049_816,clinch_lower_reach,4,Clinch River,Lower Reach,2049.816,50.17199999999991,2775.024126979497,3.69,345.9774800793229,0.6171652182600313,0.10809847668348416,34.13554115849791,55.31021539861879,0.6161738603184452,0.5403248411031716,12.0,1.0,0.25,0.38911369438611004,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05
0,2019-09-24,clinch_lower_reach_2000_026,clinch_lower_reach,4,Clinch River,Lower Reach,2000.026,49.6579999999999,2531.3433411368014,3.69,345.70962811842645,0.648692495704362,0.11159009860036163,33.067449946567585,50.97553951300508,0.646267594414033,0.5640337486818723,12.0,1.0,0.25,0.3974118120386553,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05
0,2019-09-24,clinch_lower_reach_1950_5,clinch_lower_reach,4,Clinch River,Lower Reach,1950.5,50.339500000000044,2375.3803528048497,3.69,345.7669453674304,0.6791533583479484,0.11514212787450158,32.04734937695343,47.187205927846875,0.6773690017338363,0.5690283757748814,12.0,1.0,0.25,0.3991599315212085,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05
0,2019-09-24,clinch_lower_reach_1899_347,clinch_lower_reach,4,Clinch River,Lower Reach,1899.347,50.96849999999995,2552.47648673865,3.69,345.6362329462762,0.6553696887991812,0.11242945810682425,32.82057978518375,50.07949001321703,0.6535730151293799,0.5659458018660242,12.0,1.0,0.25,0.39808103065310846,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05
0,2019-09-24,clinch_lower_reach_1848_563,clinch_lower_reach,4,Clinch River,Lower Reach,1848.563,50.57349999999997,2957.495466938335,3.69,346.01874845473327,0.596938628944618,0.10570501819431062,34.9084656815149,58.479153448710036,0.5958231148472266,0.5246956384136388,12.0,1.0,0.25,0.38364347344477356,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05
0,2019-09-24,clinch_lower_reach_1798_2,clinch_lower_reach,4,Clinch River,Lower Reach,1798.2,50.66450000000009,2945.946402393259,3.69,345.78553635887494,0.5990348579249937,0.10593834677101947,34.83157999412388,58.1461655082603,0.5977945018917219,0.5262800502368594,12.0,1.0,0.25,0.3841980175829008,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05
0,2019-09-24,clinch_lower_reach_1747_234,clinch_lower_reach,4,Clinch River,Lower Reach,1747.234,50.704000000000065,3056.1882340378224,3.69,345.8442315012666,0.586929255123774,0.1043044245495537,35.37721449435664,60.27509139392984,0.584020375797355,0.5164166690695455,12.0,1.0,0.25,0.38074583417434094,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05
0,2019-09-24,clinch_lower_reach_1696_792,clinch_lower_reach,4,Clinch River,Lower Reach,1696.792,48.03399999999999,2123.541169868338,3.69,345.9097330560287,0.7063588861220416,0.11816504416447635,31.227509168141243,44.20912624116955,0.7042183441764747,0.5721269419804818,12.0,1.0,0.25,0.40024442969316865,0.15,usgs-hecras-geometry-openlimno-builtin-1d,0.060000000000000005,8.02300850165915e-05
